date;mkt;SMB;HML;RMW;CMA;RF
15/7/2004;-0,0033;0,0058;0,002;0,0007;0,0012;0
16/7/2004;-0,0048;-0,0039;0,0074;0,0054;0,0001;0
19/7/2004;-0,0005;-0,0023;0,0066;0,0029;0,0031;0
20/7/2004;0,0073;0,0063;-0,0064;-0,0039;0,0028;0
21/7/2004;-0,0142;-0,009;0,0073;0,0067;-0,0037;0
22/7/2004;0,0009;-0,0052;-0,0054;-0,0034;0,0002;0
23/7/2004;-0,0098;-0,0023;0,008;0,0042;0,0015;0
26/7/2004;-0,0048;-0,0074;0,0027;0,0022;-0,001;0
27/7/2004;0,0103;0,007;-0,0059;-0,0035;-0,0017;0
28/7/2004;0;-0,0041;0,0015;0,0014;0,0008;0
29/7/2004;0,0068;0,0076;-0,0027;-0,0049;0,002;0
30/7/2004;0,001;0,002;-0,0042;-0,0017;0,0006;0
2/8/2004;0,0033;-0,0037;0,0028;0,0029;0,0014;0,0001
3/8/2004;-0,0061;-0,005;0,0079;0,0054;-0,0003;0,0001
4/8/2004;-0,0026;-0,0013;0,0006;0,0009;0,0056;0,0001
5/8/2004;-0,0158;-0,0003;0,0057;-0,0017;0,002;0,0001
6/8/2004;-0,0153;-0,0057;0,0071;0,0044;-0,0024;0,0001
9/8/2004;0;-0,0042;0,0013;0,0033;-0,0001;0,0001
10/8/2004;0,0132;0,0039;-0,0039;-0,0048;0,0006;0,0001
11/8/2004;-0,0033;-0,0028;0,0006;0,0082;-0,0073;0,0001
12/8/2004;-0,0116;-0,0038;0,0015;0,0061;-0,0022;0,0001
13/8/2004;0,0024;0,0012;0,002;0,0008;0,0025;0,0001
16/8/2004;0,0139;0,0029;-0,001;-0,0051;0,0003;0,0001
17/8/2004;0,0026;0,0004;-0,004;-0,0037;0,0008;0,0001
18/8/2004;0,0128;0,0052;-0,0079;-0,0073;-0,0017;0,0001
19/8/2004;-0,0026;-0,0005;0,0014;-0,0001;-0,0001;0,0001
20/8/2004;0,0078;0,0075;-0,0015;-0,0033;-0,0004;0,0001
23/8/2004;-0,0035;-0,0036;-0,0042;-0,0013;0,0004;0,0001
24/8/2004;0,0004;0,0004;0,0017;0,0001;0,0005;0,0001
25/8/2004;0,0084;0,0001;-0,0042;-0,0053;-0,0008;0,0001
26/8/2004;-0,0006;-0,0034;0,0038;0,0035;-0,0016;0,0001
27/8/2004;0,0029;0,0037;-0,0022;-0,0008;-0,0016;0,0001
30/8/2004;-0,0083;-0,0026;0,0035;0,0031;0;0,0001
31/8/2004;0,0052;0,0009;0,003;0,0002;-0,0003;0,0001
1/9/2004;0,0035;0,0044;-0,0025;0,0005;-0,0006;0,0001
2/9/2004;0,0106;0,0013;-0,0014;-0,0001;-0,0014;0,0001
3/9/2004;-0,0042;-0,0008;0,0042;0,0072;-0,0013;0,0001
6/9/2004;0,0002;0,0001;0;-0,0001;0,0001;0,0001
7/9/2004;0,0075;0,0028;0,0007;-0,0004;-0,0001;0,0001
8/9/2004;-0,0046;-0,003;-0,0001;-0,0008;-0,002;0,0001
9/9/2004;0,0035;0,0104;-0,0017;-0,0044;0,0046;0,0001
10/9/2004;0,0047;0,0015;-0,0067;-0,0034;0,0013;0,0001
13/9/2004;0,0034;0,0031;-0,0034;-0,0015;-0,0012;0,0001
14/9/2004;0,0022;-0,0033;-0,0026;-0,0007;-0,0019;0,0001
15/9/2004;-0,0064;0,0026;0,0035;0,0039;-0,0026;0,0001
16/9/2004;0,004;0,005;0,0031;-0,0012;0,0021;0,0001
17/9/2004;0,0033;-0,0053;-0,0015;0,0005;-0,0007;0,0001
20/9/2004;-0,0043;0,002;0,001;-0,0025;0,0007;0,0001
21/9/2004;0,0074;0,0042;0,0008;0,0012;-0,0005;0,0001
22/9/2004;-0,0127;-0,0024;0,0043;0,0002;-0,0012;0,0001
23/9/2004;-0,0032;0,0049;-0,0016;-0,003;0;0,0001
24/9/2004;0,0018;-0,0004;0,0031;0,0052;-0,0024;0,0001
27/9/2004;-0,007;-0,0042;0,0035;0,0038;-0,002;0,0001
28/9/2004;0,0069;0,0054;-0,0021;0,0001;-0,0015;0,0001
29/9/2004;0,0048;0,0049;-0,0064;-0,0033;-0,0018;0,0001
30/9/2004;0,0016;0,0036;0,0062;-0,0063;-0,0027;0,0001
1/10/2004;0,0145;0,0027;-0,0004;-0,0062;0,0037;0,0001
4/10/2004;0,0036;0,0021;-0,0027;-0,0016;0,0025;0,0001
5/10/2004;-0,0004;0,0008;0,0013;0,0032;0,0005;0,0001
6/10/2004;0,0073;0,0016;0,0017;-0,0002;-0,0001;0,0001
7/10/2004;-0,0102;-0,0027;0,0033;0,0022;0,0019;0,0001
8/10/2004;-0,0069;-0,0015;0,0054;0,0041;0,0001;0,0001
11/10/2004;0,0018;0,0009;-0,0042;-0,0012;-0,0024;0,0001
12/10/2004;-0,0024;-0,0013;0,0029;0,0012;-0,0007;0,0001
13/10/2004;-0,0075;-0,0043;-0,0029;-0,0031;-0,0001;0,0001
14/10/2004;-0,0084;0,0018;-0,0018;0,0082;0,0026;0,0001
15/10/2004;0,0047;0,0028;0,001;0,003;0,0038;0,0001
18/10/2004;0,0044;-0,002;-0,0079;-0,0027;-0,0034;0,0001
19/10/2004;-0,0088;0,0014;-0,0045;0,0032;0,0018;0,0001
20/10/2004;0,0026;0,0057;0;0;-0,0022;0,0001
21/10/2004;0,0042;0,0057;0;-0,0044;0,0039;0,0001
22/10/2004;-0,0091;-0,0016;0,0065;0,0056;-0,0001;0,0001
25/10/2004;0,0003;0,0074;0,0058;-0,0025;0,0011;0,0001
26/10/2004;0,013;-0,0069;0,0058;0,0003;-0,0033;0,0001
27/10/2004;0,0125;0,0002;-0,0094;-0,0045;-0,0019;0,0001
28/10/2004;0,0011;-0,0037;-0,0015;-0,0027;0,0028;0,0001
29/10/2004;0,0029;-0,0036;0,002;0,0004;0,0003;0,0001
1/11/2004;0,0003;0,0033;-0,0001;-0,0009;-0,0016;0,0001
2/11/2004;-0,0001;-0,0027;0,0002;-0,0028;-0,001;0,0001
3/11/2004;0,012;0,0059;-0,0012;0,0051;-0,0035;0,0001
4/11/2004;0,0144;-0,0049;0,0019;0,0054;0,0013;0,0001
5/11/2004;0,0049;0,0026;-0,0054;-0,001;0,0008;0,0001
8/11/2004;-0,0015;-0,0017;-0,0004;-0,0015;0,001;0,0001
9/11/2004;0,0006;0,0054;-0,0007;-0,0025;-0,0004;0,0001
10/11/2004;0,0005;0,0061;0,0024;0,0034;-0,0028;0,0001
11/11/2004;0,0086;0,0012;-0,0029;-0,0007;-0,0006;0,0001
12/11/2004;0,0085;0,0007;-0,0014;0,0043;0,001;0,0001
15/11/2004;0,0002;0,0021;-0,003;-0,0048;-0,0015;0,0001
16/11/2004;-0,0055;-0,0002;0,002;-0,0013;0,0016;0,0001
17/11/2004;0,0063;0,002;-0,0013;-0,0034;0,0015;0,0001
18/11/2004;0;-0,0027;0,0001;-0,0009;0,0006;0,0001
19/11/2004;-0,0095;0,0008;0,0078;0,0022;0,0003;0,0001
22/11/2004;0,0066;0,0047;0,0059;0,0003;0,0023;0,0001
23/11/2004;0,0009;0,0033;0,0037;0,002;-0,0019;0,0001
24/11/2004;0,0048;0,0026;0,0014;-0,0013;-0,0002;0,0001
25/11/2004;0,0005;0,0003;0;-0,0002;0;0,0001
26/11/2004;0,0015;0,0023;0,0011;0;0,0002;0,0001
29/11/2004;-0,0023;0,0074;-0,001;-0,0022;-0,0023;0,0001
30/11/2004;-0,0038;0,002;0,0017;0,0029;-0,0014;0,0001
1/12/2004;0,014;-0,0019;-0,0062;-0,0043;-0,0006;0,0001
2/12/2004;-0,0017;-0,0032;-0,007;-0,0035;0,0003;0,0001
3/12/2004;0,0011;-0,0004;0,0012;-0,0015;0,0019;0,0001
6/12/2004;-0,0016;-0,0037;-0,0001;-0,0018;0,0014;0,0001
7/12/2004;-0,0118;-0,0082;0,0024;0,0009;0,0008;0,0001
8/12/2004;0,0042;0,0014;-0,0023;0,0037;-0,0047;0,0001
9/12/2004;0,004;-0,008;0,0013;0,0019;-0,0011;0,0001
10/12/2004;-0,0006;0,0045;0,0004;-0,0001;0;0,0001
13/12/2004;0,0086;0,0003;-0,0007;-0,0008;0,0002;0,0001
14/12/2004;0,0043;0,0029;-0,0014;0,0001;0;0,0001
15/12/2004;0,0038;0,0053;0,0039;-0,0004;0,001;0,0001
16/12/2004;-0,0028;-0,0041;-0,0002;0,0029;0,0013;0,0001
17/12/2004;-0,0047;0,0062;0,004;-0,0005;0,0026;0,0001
20/12/2004;-0,0005;-0,0042;0,0045;0,001;0,0027;0,0001
21/12/2004;0,0092;0,0017;0,0006;-0,001;0,002;0,0001
22/12/2004;0,0033;-0,0005;-0,0023;0,0008;-0,0014;0,0001
23/12/2004;0,0014;0,0028;-0,0014;-0,0009;-0,0011;0,0001
24/12/2004;0,0004;0,0001;0,0005;-0,0002;-0,0001;0,0001
27/12/2004;-0,0035;-0,0008;-0,0011;-0,0014;0,0011;0,0001
28/12/2004;0,008;0,0061;-0,0005;0,0013;-0,0028;0,0001
29/12/2004;0,0002;0,0001;0,0001;0,0003;-0,0005;0,0001
30/12/2004;0,001;0,0006;0,0004;0,0002;0,0012;0,0001
31/12/2004;-0,0011;0,0004;0,0019;-0,0005;0,0007;0,0001
3/1/2005;-0,0096;-0,0059;-0,0003;0,0008;-0,0002;0,0001
4/1/2005;-0,0135;-0,0062;0,005;0,0053;-0,0024;0,0001
5/1/2005;-0,0056;-0,0098;-0,0009;0,0005;-0,0015;0,0001
6/1/2005;0,0035;-0,0011;0,0006;0,0038;0,0009;0,0001
7/1/2005;-0,002;-0,0059;-0,0008;0,0003;-0,0016;0,0001
10/1/2005;0,0047;0,0035;0,0004;0,0019;-0,0017;0,0001
11/1/2005;-0,006;-0,0016;0,003;0,0068;-0,0001;0,0001
12/1/2005;0,0048;-0,0001;-0,0009;-0,0007;0,0013;0,0001
13/1/2005;-0,007;0,0037;0,0047;0,0024;0,0011;0,0001
14/1/2005;0,0058;0,0029;-0,0002;0,0001;0,0008;0,0001
17/1/2005;0,0001;0,0007;-0,0008;0;-0,0002;0,0001
18/1/2005;0,0093;0,0012;-0,0032;-0,0006;-0,0024;0,0001
19/1/2005;-0,009;0,0003;0,0045;0,0048;-0,0017;0,0001
20/1/2005;-0,0075;-0,0008;0,0006;0,0029;0,0039;0,0001
21/1/2005;-0,0046;0,0051;0,0028;-0,0019;0,0003;0,0001
24/1/2005;-0,0046;-0,0056;0,0065;0,0032;0,0003;0,0001
25/1/2005;0,0033;-0,0006;-0,0047;0,0021;-0,0003;0,0001
26/1/2005;0,0063;0,0076;-0,002;-0,0024;-0,0014;0,0001
27/1/2005;0,0009;0,0015;0,0008;0,0014;0,0013;0,0001
28/1/2005;-0,003;-0,002;0,0013;0,0026;-0,0004;0,0001
31/1/2005;0,0094;0,0068;0,0019;-0,0009;0;0,0001
1/2/2005;0,0069;0,0007;0,0019;0,0059;-0,0003;0,0001
2/2/2005;0,0036;0,0028;0,0008;0,0011;0,001;0,0001
3/2/2005;-0,0025;0,0003;0,0025;0,0011;0,001;0,0001
4/2/2005;0,0105;0,0001;-0,0026;-0,0021;-0,0005;0,0001
7/2/2005;-0,0011;-0,0004;0,0005;-0,001;0,0012;0,0001
8/2/2005;0,0014;0,0024;-0,0013;-0,0013;0,001;0,0001
9/2/2005;-0,009;-0,0082;0,0077;0,001;-0,0013;0,0001
10/2/2005;0,0046;-0,0021;0,0022;0,0013;-0,0035;0,0001
11/2/2005;0,0081;0,0039;-0,0029;-0,0039;0,0014;0,0001
14/2/2005;0,0012;0,0002;0,0006;0,002;0,0012;0,0001
15/2/2005;0,0026;-0,0023;-0,0003;0,0001;0,0013;0,0001
16/2/2005;0,0009;0,0039;0,0043;0;0,0001;0,0001
17/2/2005;-0,0069;-0,0009;0,002;0,0003;0,0001;0,0001
18/2/2005;0,0006;-0,0017;-0,0019;0,0023;0,0013;0,0001
21/2/2005;0,0001;0,0002;-0,0002;0;-0,0004;0,0001
22/2/2005;-0,0132;-0,0004;-0,0008;0,0006;-0,0013;0,0001
23/2/2005;0,0038;-0,0035;0,0021;0,0031;-0,0004;0,0001
24/2/2005;0,0083;0,0022;-0,0006;0,0027;-0,0006;0,0001
25/2/2005;0,0098;0,0038;0,0023;0,0019;-0,0012;0,0001
28/2/2005;-0,0056;0,0031;0,0005;0,0036;0,0028;0,0001
1/3/2005;0,0054;-0,0014;-0,0001;-0,0003;0,0035;0,0001
2/3/2005;0,0006;-0,0009;-0,0002;0,0034;-0,0001;0,0001
3/3/2005;0,0003;0,0015;0,003;0,0028;0,0002;0,0001
4/3/2005;0,0097;0,0007;0,0033;0,0025;0;0,0001
7/3/2005;0,0026;-0,0043;0,0007;-0,0033;0,0007;0,0001
8/3/2005;-0,0037;-0,0024;0,0008;0;-0,0009;0,0001
9/3/2005;-0,0092;0,0018;-0,0021;-0,0008;0,0032;0,0001
10/3/2005;-0,0005;-0,0086;-0,0012;-0,0012;0,0017;0,0001
11/3/2005;-0,0051;0,0071;0,0041;0,002;0,0004;0,0001
14/3/2005;0,0058;-0,0032;0,0009;-0,0028;0,0011;0,0001
15/3/2005;-0,0063;0,0032;0,0022;0,0019;0,0002;0,0001
16/3/2005;-0,0073;0,0029;0,0011;-0,0005;-0,0005;0,0001
17/3/2005;0,0025;0,0009;0,0056;0,0003;0,0021;0,0001
18/3/2005;-0,0014;-0,0023;0,0005;0,003;-0,001;0,0001
21/3/2005;-0,0045;0,0016;-0,0015;-0,0015;-0,0004;0,0001
22/3/2005;-0,0083;0,0052;-0,0005;0,0008;0,0016;0,0001
23/3/2005;-0,0023;-0,0109;-0,0064;-0,0008;-0,0022;0,0001
24/3/2005;0;0,0047;-0,0006;0,0023;0,0002;0,0001
25/3/2005;-0,0002;-0,0003;-0,0001;0;-0,0001;0,0001
28/3/2005;0,0012;-0,0039;0,0003;0,0011;0,0001;0,0001
29/3/2005;-0,0079;-0,0075;0,0035;0,0016;-0,0002;0,0001
30/3/2005;0,0127;-0,0004;-0,0028;-0,0005;0,0009;0,0001
31/3/2005;0,0017;0,003;0,0059;0,0031;0,002;0,0001
1/4/2005;-0,0057;0,0021;0,0021;0,0063;0,0005;0,0001
4/4/2005;0,0022;-0,001;0,0009;-0,0002;-0,0032;0,0001
5/4/2005;0,0039;-0,0029;-0,0035;0,0013;-0,0013;0,0001
6/4/2005;0,0024;-0,0007;0,0025;-0,0012;-0,0004;0,0001
7/4/2005;0,0049;-0,0011;-0,0037;-0,004;0,002;0,0001
8/4/2005;-0,0086;-0,0033;-0,0005;-0,0004;0,001;0,0001
11/4/2005;-0,0009;-0,0054;0,0015;0,0025;0,0003;0,0001
12/4/2005;0,0049;-0,0004;0,0004;-0,0015;0,0008;0,0001
13/4/2005;-0,0123;-0,0031;-0,0023;0,0038;0,0005;0,0001
14/4/2005;-0,0108;-0,0053;-0,0019;0,0035;-0,003;0,0001
15/4/2005;-0,0161;-0,0018;-0,0046;-0,0004;-0,0039;0,0001
18/4/2005;0,0032;0,0015;0,0029;0,0002;-0,0008;0,0001
19/4/2005;0,0083;0,0096;0,0022;-0,0034;0,0008;0,0001
20/4/2005;-0,0129;-0,0017;-0,0006;-0,0024;0,0011;0,0001
21/4/2005;0,0182;0,0008;-0,0043;-0,0022;0,0001;0,0001
22/4/2005;-0,0074;-0,0048;0,0036;0,0046;0,0009;0,0001
25/4/2005;0,0088;0,0004;0,0019;0,0019;-0,0006;0,0001
26/4/2005;-0,0086;-0,0044;-0,0006;0,0004;-0,0016;0,0001
27/4/2005;0,0015;-0,0059;-0,001;0,0026;-0,0009;0,0001
28/4/2005;-0,0115;-0,0077;0,0028;0,0013;0,0013;0,0001
29/4/2005;0,0101;-0,0057;0,0001;-0,0043;-0,0012;0,0001
2/5/2005;0,0055;0,0032;0,0031;0,0015;-0,0033;0,0001
3/5/2005;-0,0011;0,0011;-0,0065;0,0004;-0,0017;0,0001
4/5/2005;0,0132;0,0032;0,002;-0,0047;-0,0001;0,0001
5/5/2005;-0,0016;0,0033;-0,0005;0,0023;-0,0021;0,0001
6/5/2005;0,0003;0,0029;-0,0005;-0,003;0,0016;0,0001
9/5/2005;0,0062;0,0035;-0,0001;0,0003;0,0007;0,0001
10/5/2005;-0,0097;-0,0021;-0,0002;0,0008;0,0022;0,0001
11/5/2005;0,0028;-0,0046;-0,0017;0,0013;-0,0014;0,0001
12/5/2005;-0,0106;-0,0035;-0,0056;-0,003;0,0004;0,0001
13/5/2005;-0,0054;-0,0038;-0,0055;-0,003;0,0001;0,0001
16/5/2005;0,0097;0,0013;0,001;0,0023;-0,0011;0,0001
17/5/2005;0,007;-0,0017;0,003;0,0019;-0,001;0,0001
18/5/2005;0,011;0,0084;-0,0029;-0,0004;0,0001;0,0001
19/5/2005;0,0049;-0,001;0,0001;0,0004;0,0007;0,0001
20/5/2005;-0,0016;-0,0004;-0,0003;-0,002;0,0016;0,0001
23/5/2005;0,0044;0,002;-0,0001;0,0002;-0,0013;0,0001
24/5/2005;0,0009;0;0,0003;-0,0012;0,0004;0,0001
25/5/2005;-0,0043;-0,004;0,0024;0,0019;0,0001;0,0001
26/5/2005;0,0074;0,0058;0;-0,0029;-0,0008;0,0001
27/5/2005;0,0026;0,0027;0,0022;0,0003;-0,0008;0,0001
30/5/2005;0,0002;-0,0001;0,0002;-0,0001;0,0002;0,0001
31/5/2005;-0,0049;0,0054;0,002;0;0,0018;0,0001
1/6/2005;0,0091;0,0017;-0,0006;0,001;-0,0009;0,0001
2/6/2005;0,002;0,0006;-0,0023;0,001;-0,0002;0,0001
3/6/2005;-0,0057;-0,0001;0,005;0,0027;0,0018;0,0001
6/6/2005;0,0015;0,0021;0,0007;0,003;-0,0009;0,0001
7/6/2005;-0,0001;0,0011;-0,0012;0,0023;0,0002;0,0001
8/6/2005;-0,0024;-0,0029;0,0034;0,001;0,0029;0,0001
9/6/2005;0,0058;0,0016;0,0006;-0,0032;-0,0025;0,0001
10/6/2005;-0,0013;0,0027;0,0033;-0,0001;0,0008;0,0001
13/6/2005;0,0027;0,0019;0,0011;0,0013;-0,0003;0,0001
14/6/2005;0,0031;0,0048;0,0036;0,0011;0;0,0001
15/6/2005;0,0034;0,0043;0,003;0,0016;0,0014;0,0001
16/6/2005;0,0051;0,0056;-0,0031;-0,0021;-0,0023;0,0001
17/6/2005;0,0036;-0,004;0,0013;0,0004;-0,0009;0,0001
20/6/2005;-0,0006;-0,0036;0,0003;0,0012;-0,0009;0,0001
21/6/2005;-0,0019;0,0012;0,0004;-0,0026;0,0009;0,0001
22/6/2005;0,0014;0,0019;0,0018;0,0003;0,0008;0,0001
23/6/2005;-0,01;-0,0019;0,0027;-0,001;-0,0008;0,0001
24/6/2005;-0,007;0,0011;0,0009;0,0005;-0,0025;0,0001
27/6/2005;-0,0001;-0,0006;0,0055;0,005;-0,0015;0,0001
28/6/2005;0,0097;0,0074;-0,0051;-0,0012;0,0016;0,0001
29/6/2005;-0,0003;0,0039;0,0008;-0,0006;0,0005;0,0001
30/6/2005;-0,0063;0,0035;0,0024;0,0005;-0,0003;0,0001
1/7/2005;0,002;0,0004;0,0014;0,0037;-0,0007;0,0001
4/7/2005;0,0004;0,0004;0,0002;0,0007;-0,0007;0,0001
5/7/2005;0,0095;0,0046;-0,0018;0,0017;-0,0029;0,0001
6/7/2005;-0,0058;0,0021;0,0006;-0,0009;-0,0002;0,0001
7/7/2005;0,0028;-0,0005;-0,0009;0,0018;-0,0012;0,0001
8/7/2005;0,0119;0,0057;-0,0046;-0,002;0,0009;0,0001
11/7/2005;0,0069;0,0057;-0,0012;-0,0006;-0,0005;0,0001
12/7/2005;0,0027;-0,0014;-0,0009;0,0006;-0,0007;0,0001
13/7/2005;0;-0,0035;0,0006;-0,001;0,0009;0,0001
14/7/2005;0,0003;-0,0067;-0,0053;-0,0042;0,0006;0,0001
15/7/2005;0,0009;-0,0003;-0,0008;-0,0002;-0,001;0,0001
18/7/2005;-0,0046;-0,0007;0,001;-0,0002;0,0018;0,0001
19/7/2005;0,0077;0,0054;-0,0015;0,0006;-0,0006;0,0001
20/7/2005;0,0053;0,0066;-0,0033;0;-0,0002;0,0001
21/7/2005;-0,0065;-0,0044;0,0005;-0,003;-0,0027;0,0001
22/7/2005;0,0059;0,008;0,0056;0,0039;-0,0015;0,0001
25/7/2005;-0,0043;-0,0033;0,0011;0,0008;-0,0004;0,0001
26/7/2005;0,0014;0,0015;-0,0002;-0,0029;0,0033;0,0001
27/7/2005;0,0045;-0,0042;-0,0009;0,0015;-0,0015;0,0001
28/7/2005;0,0068;0,0055;-0,0032;0,0016;-0,0019;0,0001
29/7/2005;-0,0061;0,0042;0,0012;0,0005;0,0001;0,0001
1/8/2005;0,0023;0,0028;-0,0007;-0,0006;-0,0019;0,0001
2/8/2005;0,0071;-0,0004;0,0001;-0,0003;-0,0013;0,0001
3/8/2005;-0,0002;-0,0052;0;-0,0027;-0,0001;0,0001
4/8/2005;-0,0068;-0,0061;0,005;0,0008;0,0001;0,0001
5/8/2005;-0,008;-0,0021;-0,0014;0,0001;0,0025;0,0001
8/8/2005;-0,0023;0,0001;0,003;0,005;-0,0003;0,0001
9/8/2005;0,0051;-0,0054;-0,0008;-0,0025;0,001;0,0001
10/8/2005;-0,0003;0,0012;0,0032;0,0045;-0,0024;0,0001
11/8/2005;0,0073;0,0017;-0,0002;-0,0013;-0,0009;0,0001
12/8/2005;-0,005;-0,0023;0,0017;0,0011;0,0004;0,0001
15/8/2005;0,0023;0,0034;-0,0016;-0,0031;0,0001;0,0001
16/8/2005;-0,0117;-0,0027;0,0036;-0,0027;0,0004;0,0001
17/8/2005;-0,0008;-0,0021;-0,0019;-0,0065;0,0042;0,0001
18/8/2005;-0,0023;-0,0036;0,0003;0,0003;-0,0001;0,0001
19/8/2005;0,0023;0,0019;0,0015;0,0032;-0,0002;0,0001
22/8/2005;0,0025;0,005;0,0024;0,0004;0,0005;0,0001
23/8/2005;-0,0026;0,001;0,0003;-0,0029;0,0008;0,0001
24/8/2005;-0,0042;0,0048;0,0019;0,0021;-0,0014;0,0001
25/8/2005;0,0021;0,0006;0,0012;-0,0014;0,0012;0,0001
26/8/2005;-0,0069;-0,0042;-0,0012;-0,0014;0,0009;0,0001
29/8/2005;0,0064;0,0021;-0,0019;0,0012;-0,0011;0,0001
30/8/2005;-0,002;0,0012;0,0027;0,0013;0,0008;0,0001
31/8/2005;0,0112;0,0055;0,0001;0,0028;-0,0031;0,0001
1/9/2005;0,0026;0,0027;0,0034;0,0046;-0,0015;0,0001
2/9/2005;-0,0039;-0,0032;-0,0008;-0,0011;0,0005;0,0001
5/9/2005;-0,0002;-0,0001;-0,0001;0;0;0,0001
6/9/2005;0,0115;0,001;-0,003;-0,0001;-0,002;0,0001
7/9/2005;0,0031;0,0017;-0,0012;0,0012;-0,0005;0,0001
8/9/2005;-0,0032;0,001;-0,0014;0,0007;0;0,0001
9/9/2005;0,008;-0,0014;0,002;0,0014;-0,0017;0,0001
12/9/2005;-0,0008;0,0034;-0,0025;-0,0036;0;0,0001
13/9/2005;-0,0068;-0,0015;0,0023;-0,0019;0,0008;0,0001
14/9/2005;-0,003;-0,0046;0,005;0,0026;0,0002;0,0001
15/9/2005;0;-0,0006;0,0023;0,0012;0,0007;0,0001
16/9/2005;0,0073;0,0026;0,0009;0,0002;-0,0012;0,0001
19/9/2005;-0,0036;0,0006;0,003;0,0062;-0,0032;0,0001
20/9/2005;-0,0079;-0,0019;0,0004;-0,0034;0,0004;0,0001
21/9/2005;-0,0088;-0,0032;0,0027;0,0063;-0,0029;0,0001
22/9/2005;0,0016;-0,0033;-0,0034;0,0033;-0,0007;0,0001
23/9/2005;0,0017;0,0029;0,0003;-0,0057;0,0007;0,0001
26/9/2005;0,0019;0,0057;-0,0002;0,002;-0,0031;0,0001
27/9/2005;-0,0001;-0,001;0,0011;-0,0001;-0,0004;0,0001
28/9/2005;0,001;-0,0018;0,0014;0,0026;-0,0006;0,0001
29/9/2005;0,0085;0,0022;0,0008;-0,0033;-0,0017;0,0001
30/9/2005;0,0027;0,0017;-0,0023;-0,0034;0,0013;0,0001
3/10/2005;0,0002;0,0036;-0,0004;-0,0007;-0,0012;0,0001
4/10/2005;-0,01;0,0011;-0,0036;-0,0051;0,0024;0,0001
5/10/2005;-0,0173;-0,0096;-0,0021;-0,0036;0,0003;0,0001
6/10/2005;-0,0065;-0,0045;0,0026;-0,0034;0,0033;0,0001
7/10/2005;0,005;0,0052;0,0024;0,0037;-0,0018;0,0001
10/10/2005;-0,0066;-0,0005;-0,0028;-0,001;-0,001;0,0001
11/10/2005;-0,0028;-0,0067;0,0029;0,0092;-0,0022;0,0001
12/10/2005;-0,0078;-0,006;0,0019;-0,0011;0,0023;0,0001
13/10/2005;-0,0023;-0,0003;-0,0068;-0,0094;0,0008;0,0001
14/10/2005;0,0087;0,0031;-0,0014;-0,0001;-0,0014;0,0001
17/10/2005;0,0037;-0,0016;-0,0006;0,0029;-0,0036;0,0001
18/10/2005;-0,0109;-0,0013;-0,0013;-0,0062;0,003;0,0001
19/10/2005;0,0139;-0,0008;-0,0005;-0,0022;-0,0036;0,0001
20/10/2005;-0,0152;-0,0008;-0,0043;-0,0051;0,0019;0,0001
21/10/2005;0,0033;0,0031;0,0016;-0,0005;-0,0039;0,0001
24/10/2005;0,0164;0,0017;0,0015;0,0024;-0,0013;0,0001
25/10/2005;-0,0015;0,0001;0,0014;0,0078;-0,0033;0,0001
26/10/2005;-0,0043;-0,0005;0,0006;-0,0024;0,0023;0,0001
27/10/2005;-0,012;-0,0078;0,0038;-0,0022;0,0025;0,0001
28/10/2005;0,0145;-0,0024;0,0032;0,0038;0,001;0,0001
31/10/2005;0,0091;0,0055;-0,0022;-0,0038;-0,0013;0,0001
1/11/2005;-0,0019;-0,0006;0,0027;-0,0006;-0,0032;0,0001
2/11/2005;0,012;0,0062;-0,0011;-0,0006;-0,0031;0,0001
3/11/2005;0,0048;0,0001;-0,004;0,0031;-0,0034;0,0001
4/11/2005;-0,0002;-0,0003;-0,0027;-0,0042;0,0015;0,0001
7/11/2005;0,0021;0,0013;-0,0012;-0,0026;0,0011;0,0001
8/11/2005;-0,0034;-0,0016;-0,0006;0,0012;0,0004;0,0001
9/11/2005;0,0017;0,0022;0,002;-0,0019;0,0011;0,0001
10/11/2005;0,0064;-0,0033;-0,0043;-0,0049;-0,0018;0,0001
11/11/2005;0,0035;-0,0004;-0,0009;0,0011;-0,0014;0,0001
14/11/2005;-0,0009;-0,0028;0,0004;-0,0002;0,001;0,0001
15/11/2005;-0,0047;-0,0058;-0,0014;0,0014;-0,0017;0,0001
16/11/2005;0,002;-0,0032;-0,0004;0,0033;-0,0032;0,0001
17/11/2005;0,0103;0,0062;-0,0018;-0,0036;-0,0001;0,0001
18/11/2005;0,0039;0,0031;-0,0012;-0,0015;0,0026;0,0001
21/11/2005;0,0067;0,0032;-0,0022;0,0025;-0,0022;0,0001
22/11/2005;0,0059;0,0001;0,0003;0,0035;-0,0015;0,0001
23/11/2005;0,0033;-0,0022;0,0033;-0,0005;0,0013;0,0001
24/11/2005;0,0013;0,0008;0,0014;0,0007;0,0009;0,0001
25/11/2005;0,0013;-0,0002;-0,0004;0,0014;-0,0006;0,0001
28/11/2005;-0,0096;-0,0049;0,0015;-0,0027;0,002;0,0001
29/11/2005;0,0001;0,0031;0,0026;0,0025;0,0008;0,0001
30/11/2005;-0,0042;0,0103;-0,0016;-0,0009;0,0001;0,0001
1/12/2005;0,0131;0,004;0,0006;0,0006;-0,0006;0,0001
2/12/2005;0,0011;0,0006;-0,001;0,0016;-0,0005;0,0001
5/12/2005;-0,0023;0,0005;0,0009;0,0044;-0,0018;0,0001
