Name;Banksus returns
04/06/2004;0.005449391
07/06/2004;0.012889001
08/06/2004;-0.001141998
09/06/2004;-0.010154479
10/06/2004;0.004567674
11/06/2004;0
14/06/2004;-0.015815132
15/06/2004;0.007209003
16/06/2004;-0.000976118
17/06/2004;-0.000695
18/06/2004;0.004045196
21/06/2004;-0.001935463
22/06/2004;0.000673914
23/06/2004;0.006252893
24/06/2004;-0.000422581
25/06/2004;-0.007401301
28/06/2004;0.001361667
29/06/2004;-0.005286818
30/06/2004;0.003833434
01/07/2004;-0.009386403
02/07/2004;0.002655027
05/07/2004;0
06/07/2004;-0.007288455
07/07/2004;0.002806484
08/07/2004;-0.006714156
09/07/2004;-0.000547093
12/07/2004;0.006253679
13/07/2004;0.004387438
14/07/2004;-0.006232861
15/07/2004;-0.008976811
16/07/2004;-0.000120684
19/07/2004;0.00662274
20/07/2004;0.004313546
21/07/2004;-0.006347158
22/07/2004;0.003411449
23/07/2004;-0.004954417
26/07/2004;-0.000708826
27/07/2004;0.005802918
28/07/2004;-0.000731845
29/07/2004;0.00518454
30/07/2004;-0.002466109
02/08/2004;0.005348775
03/08/2004;-0.005554558
04/08/2004;0.002016183
05/08/2004;-0.014474969
06/08/2004;-0.006575621
09/08/2004;0.000615557
10/08/2004;0.01392754
11/08/2004;0.004219079
12/08/2004;-0.005059695
13/08/2004;0.000880628
16/08/2004;0.013722524
17/08/2004;0.005392228
18/08/2004;0.009797905
19/08/2004;-0.003146993
20/08/2004;0.008664337
23/08/2004;-0.002567528
24/08/2004;0.003835955
25/08/2004;0.008113245
26/08/2004;0.000995196
27/08/2004;0.003100442
30/08/2004;-0.005142939
31/08/2004;0.007016366
01/09/2004;-0.006352097
02/09/2004;0.007715268
03/09/2004;-0.000551385
06/09/2004;-6.33953E-06
07/09/2004;0.00785546
08/09/2004;-0.008312012
09/09/2004;0.001508363
10/09/2004;0.003962854
13/09/2004;-0.002475733
14/09/2004;0.001327048
15/09/2004;-0.005014097
16/09/2004;0.006585318
17/09/2004;0.000441265
20/09/2004;-0.012793406
21/09/2004;0.00581125
22/09/2004;-0.013475252
23/09/2004;-0.010176593
24/09/2004;0.006819555
27/09/2004;-0.006748075
28/09/2004;0.007264284
29/09/2004;0.003342449
30/09/2004;-0.000842609
01/10/2004;0.01510376
04/10/2004;-0.001623943
05/10/2004;-0.001270543
06/10/2004;0.006873402
07/10/2004;-0.002161452
08/10/2004;-0.000791172
11/10/2004;0.002775839
12/10/2004;-1.26287E-05
13/10/2004;-0.00941476
14/10/2004;-0.013140187
15/10/2004;0.011934748
18/10/2004;0.004285771
19/10/2004;-0.014136614
20/10/2004;-0.00973406
21/10/2004;0.000507499
22/10/2004;-0.008426521
25/10/2004;-0.001174892
26/10/2004;0.013963073
27/10/2004;0.011161139
28/10/2004;0.006034058
29/10/2004;0.003476164
01/11/2004;0.001236302
02/11/2004;0.002594429
03/11/2004;0.00971028
04/11/2004;0.017649068
05/11/2004;-0.003289031
08/11/2004;-0.000678862
09/11/2004;-0.001254019
10/11/2004;0.001081145
11/11/2004;0.008907253
12/11/2004;0.009374412
15/11/2004;-0.002263976
16/11/2004;-0.010389942
17/11/2004;0.000791744
18/11/2004;-0.005000333
19/11/2004;-0.012889231
22/11/2004;0.006524334
23/11/2004;0.002119945
24/11/2004;0.002603484
25/11/2004;0
26/11/2004;-0.000679591
29/11/2004;-0.004875686
30/11/2004;-0.002176009
01/12/2004;0.017283033
02/12/2004;-0.001928806
03/12/2004;-0.007715584
06/12/2004;0.002338187
07/12/2004;-0.011527791
08/12/2004;0.003869801
09/12/2004;0.00350224
10/12/2004;-0.001957263
13/12/2004;0.00995696
14/12/2004;0.002911549
15/12/2004;0.003012943
16/12/2004;-0.003178215
17/12/2004;-0.010022263
20/12/2004;0.00243944
21/12/2004;0.012151384
22/12/2004;0.008211069
23/12/2004;0.002685943
24/12/2004;0
27/12/2004;-0.004416005
28/12/2004;0.005066788
29/12/2004;-0.003403211
30/12/2004;0.000145054
31/12/2004;0.000537724
03/01/2005;-0.005408512
04/01/2005;-0.00978267
05/01/2005;-0.000846667
06/01/2005;0.002929606
07/01/2005;-0.006730021
10/01/2005;0.000474303
11/01/2005;-0.003541137
12/01/2005;-0.004614854
13/01/2005;-0.010366279
14/01/2005;0.001723711
17/01/2005;0
18/01/2005;0.016897088
19/01/2005;-0.009428662
20/01/2005;-0.003044275
21/01/2005;-0.003967082
24/01/2005;0.002044856
25/01/2005;0.001254858
26/01/2005;0.002679246
27/01/2005;-0.002928844
28/01/2005;-0.002236676
31/01/2005;0.012475027
01/02/2005;0.008733304
02/02/2005;-0.000116352
03/02/2005;-0.00443144
04/02/2005;0.008812842
07/02/2005;0.001389236
08/02/2005;-0.002371396
09/02/2005;-0.008255216
10/02/2005;0.000307651
11/02/2005;0.003298215
14/02/2005;0.000698782
15/02/2005;0.001646948
16/02/2005;-0.005705467
17/02/2005;-0.008377711
18/02/2005;-0.009080631
21/02/2005;0
22/02/2005;-0.014383838
23/02/2005;0.009639436
24/02/2005;0.003735904
25/02/2005;0.006913743
28/02/2005;-0.006606702
01/03/2005;0.008838603
02/03/2005;-0.00277353
03/03/2005;-0.001919853
04/03/2005;0.01283877
07/03/2005;0.001784715
08/03/2005;-0.003183941
09/03/2005;-0.014945918
10/03/2005;0.004080223
11/03/2005;-0.006562734
14/03/2005;0.007865146
15/03/2005;-0.007438418
16/03/2005;-0.009544355
17/03/2005;-0.000988631
18/03/2005;-0.004550142
21/03/2005;-0.010835563
22/03/2005;-0.018481739
23/03/2005;0.001599099
24/03/2005;-0.003141635
25/03/2005;0
28/03/2005;0.004672799
29/03/2005;-0.005948007
30/03/2005;0.012120806
31/03/2005;0.00082493
01/04/2005;-0.007154663
04/04/2005;0.000529555
05/04/2005;0.005020091
06/04/2005;0.006856888
07/04/2005;0.002734797
08/04/2005;-0.006578716
11/04/2005;0.003262456
12/04/2005;0.012791298
13/04/2005;-0.012041919
14/04/2005;-0.013195891
15/04/2005;-0.006472812
18/04/2005;0.011902253
19/04/2005;0.001976504
20/04/2005;-0.013997311
21/04/2005;0.00874187
22/04/2005;-0.000404909
25/04/2005;0.010998152
26/04/2005;-0.004363992
27/04/2005;0.010880896
28/04/2005;-0.010517583
29/04/2005;0.012415713
02/05/2005;0.004493671
03/05/2005;0.000325215
04/05/2005;0.011858385
05/05/2005;-0.00461635
06/05/2005;-0.00862014
09/05/2005;0.007112532
10/05/2005;-0.01066223
11/05/2005;0.005119056
